pixel,latitude,longitude,velocity_detrended,cluster,distance,dist_m
225244,43.7251329485598,3.492912453315975,-0.2838441604861046,0,True,4187.89100886627
225740,43.72431275011782,3.4942481623484003,-0.3838441604861047,0,True,4211.650600580856
225245,43.72603133368429,3.492811264303773,-0.3838441604861047,0,True,4247.98318389872
226815,43.7244690806653,3.496717219672983,-0.3838441604861047,0,True,4378.436101277057
227875,43.721930168486054,3.499489534292443,-0.18384416048610475,0,True,4397.864344443359
227348,43.72544561527692,3.497850643745924,-0.08384416048610466,0,True,4517.110408082183
226818,43.727164248690585,3.496413823151437,-0.3838441604861047,0,True,4548.901925497167
227349,43.726344006023886,3.4977495305186763,-0.08384416048610466,0,True,4572.927726656917
227879,43.72552374496222,3.4990851988085403,-0.08384416048610466,0,True,4601.152059232217
229481,43.721266051605184,3.5032940066546963,-0.2838441604861046,0,True,4620.703303511534
227350,43.72724239598405,3.497648413126361,-0.3838441604861047,0,True,4630.2384717158975
227880,43.726422137114156,3.4989841045280032,-0.2838441604861046,0,True,4655.974085109099
228410,43.725601859849824,3.500319756852114,-0.2838441604861046,0,True,4685.814130596993
227351,43.72814078515747,3.497547291568736,-0.18384416048610475,0,True,4688.987880297589
227881,43.727320528479346,3.4988830060831635,-0.3838441604861047,0,True,4712.286901381825
229484,43.72396125014125,3.5029909442734493,-0.18384416048610475,0,True,4757.487989115171
229999,43.72314091769873,3.50432647937353,-0.2838441604861046,0,True,4799.142687244168
229485,43.72485964807979,3.5028899151574504,-0.08384416048610466,0,True,4806.392338915849
229486,43.72575804523167,3.5027888818799298,-0.2838441604861046,0,True,4856.869512395097
228414,43.729195429356466,3.499915430535407,-0.18384416048610475,0,True,4909.952689480675
228946,43.72837514246307,3.501251136227904,-0.2838441604861046,0,True,4934.2055328433735
230002,43.72583611572582,3.50402344886308,-0.2838441604861046,0,True,4943.202911204848
229488,43.72755483717564,3.5025868028393807,-0.3838441604861047,0,True,4962.348839805801
228947,43.72927353506443,3.501150067352343,-0.3838441604861047,0,True,4991.420683695778
