pixel,latitude,longitude,velocity_detrended,cluster,distance,dist_m
200252,43.69155981753737,3.4345572442503527,-0.2838441604861046,0,True,1829.2455533992036
200773,43.68984201303036,3.435994957415256,-0.2838441604861046,0,True,1847.5031269030576
200251,43.69066147615636,3.4346592374400244,-0.18384416048610475,0,True,1878.0034938678773
200772,43.688943668648974,3.436096923300025,-0.08384416048610466,0,True,1906.3138506527125
201324,43.6872258375225,3.4375345197417966,-0.2838441604861046,0,True,1959.8203564241671
199705,43.69058258090702,3.433425490551301,-0.18384416048610475,0,True,1964.9865790523156
200249,43.688864791019135,3.434863211225218,-0.18384416048610475,0,True,1987.1068351875526
199156,43.69140200941826,3.4320897156578076,-0.18384416048610475,0,True,2008.5824910238327
200770,43.68714697751095,3.4363008424791515,-0.3838441604861047,0,True,2033.6525893556816
200248,43.68796644726287,3.4349651918212225,-0.3838441604861047,0,True,2046.8346935694349
199154,43.68960533153401,3.4322937734780163,-0.08384416048610466,0,True,2101.5314087520546
199702,43.68788755626496,3.4337315016585848,-0.4838441604861048,0,True,2127.00457345598
198646,43.69042474605154,3.4309580057898943,-0.08384416048610466,0,True,2142.322758542289
199153,43.68870699140408,3.43239579608887,-0.08384416048610466,0,True,2153.494837484922
198127,43.69034580644553,3.4297242679183073,-0.18384416048610475,0,True,2232.4081737241395
198644,43.68862806941899,3.4311620930284206,-0.2838441604861046,0,True,2238.7329938451835
199151,43.68691030876845,3.4325998287132764,-0.4838441604861048,0,True,2267.1419346516927
198126,43.689447469943225,3.429826332546555,-0.3838441604861047,0,True,2277.041747773863
198643,43.68772972991478,3.4312641303476448,-0.08384416048610466,0,True,2291.9871767534883
198123,43.686752455684115,3.4301325012265433,-0.2838441604861046,0,True,2430.863988996247
198640,43.685034706649695,3.4315702171080322,-0.2838441604861046,0,True,2469.292810261931
197020,43.68839121475408,3.4274610018845237,-0.18384416048610475,0,True,2500.945939242866
198639,43.68413636397705,3.4316722376298667,-0.2838441604861046,0,True,2533.560432908815
198121,43.684955775550755,3.430336592678308,-0.3838441604861047,0,True,2547.97739583455
196472,43.68741389979825,3.4263294237983875,-0.2838441604861046,0,True,2636.4022463686542
219968,43.71267135060807,3.481884726283198,-0.18384416048610475,1,True,2649.4459090353666
195411,43.68725589603287,3.4238620885688102,-0.2838441604861046,0,True,2814.066797840405
195933,43.68553823810622,3.4253000057772724,-0.2838441604861046,0,True,2822.8889284897737
221532,43.712007875544444,3.485688799671603,-0.08384416048610466,1,True,2882.9013739327056
222059,43.711187759797554,3.487024296884599,-0.08384416048610466,1,True,2941.282854279695
